Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Croatia,HRV,Control of Corruption: Standard Error,CC.STD.ERR,0.123989016,0.132180512,0.137092009,0.146737322,0.1485461
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,0.514107943,0.456991464,0.425023794,0.553089023,0.581651032
Croatia,HRV,Government Effectiveness: Number of Sources,GE.NO.SRC,9,9,8,8,7
Croatia,HRV,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.95237732,69.04762268,68.09523773,69.52381134,70.28302002
Croatia,HRV,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,59.52381134,58.09523773,53.80952454,58.09523773,59.43396378
Croatia,HRV,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.19047546,76.19047546,75.7142868,77.61904907,78.77358246
Croatia,HRV,Government Effectiveness: Standard Error,GE.STD.ERR,0.200347409,0.2073116,0.220126405,0.216197252,0.238425106
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.793498814,0.685416102,0.607223809,0.62148279,0.612161279
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,8,7,7,7
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,71.69811249,70.28302002,66.50943756,66.03773499,66.98113251
Croatia,HRV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,61.79245377,58.01886749,54.71697998,53.77358627,51.88679123
Croatia,HRV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,90.56604004,87.26415253,80.18868256,83.49056244,83.96226501
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.208318025,0.223971575,0.226481333,0.229793489,0.226615027
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,0.489818364,0.552517653,0.362314552,0.493546575,0.502549887
Croatia,HRV,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9,8,8,7
Croatia,HRV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,69.04762268,71.90476227,63.33333206,68.09523773,68.39622498
Croatia,HRV,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,61.42856979,60.95238113,52.8571434,57.61904907,56.60377502
Croatia,HRV,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,75.7142868,75.7142868,73.33333588,75.7142868,76.88679504
Croatia,HRV,Regulatory Quality: Standard Error,RQ.STD.ERR,0.197632849,0.195965901,0.208771586,0.206776097,0.215327159
Croatia,HRV,Rule of Law: Estimate,RL.EST,0.30137977,0.348271519,0.236004218,0.275992751,0.368116319
Cuba,CUB,Control of Corruption: Estimate,CC.EST,0.134128854,0.014697105,-0.154578611,-0.033255912,-0.069347166
Cuba,CUB,Control of Corruption: Number of Sources,CC.NO.SRC,7,7,6,5,5
Cuba,CUB,Control of Corruption: Percentile Rank,CC.PER.RNK,59.04761887,57.1428566,48.57143021,54.2857132,52.35848999
Cuba,CUB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,52.8571434,46.66666794,37.1428566,41.42856979,38.679245
Cuba,CUB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,65.23809814,62.38095093,59.04761887,62.8571434,62.26415253
Cuba,CUB,Control of Corruption: Standard Error,CC.STD.ERR,0.158998594,0.168958291,0.174625844,0.209485874,0.205471203
Cuba,CUB,Government Effectiveness: Estimate,GE.EST,-0.250046611,-0.177793011,-0.203546971,-0.248740554,-0.350331843
Cuba,CUB,Government Effectiveness: Number of Sources,GE.NO.SRC,6,6,5,4,4
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.2857132,44.2857132,44.76190567,41.90476227,37.26415253
Cuba,CUB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,28.09523773,31.90476227,27.61904716,25.7142849,20.75471687
Cuba,CUB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,59.04761887,61.42856979,60.95238113,60,58.01886749
Cuba,CUB,Government Effectiveness: Standard Error,GE.STD.ERR,0.243600756,0.246165782,0.280114144,0.296431273,0.296128839
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.640438855,0.610411108,0.596087813,0.392701924,0.499521583
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6,5,5,5
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,66.03773499,66.98113251,65.56604004,58.49056625,61.320755
Cuba,CUB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,56.60377502,55.6603775,53.77358627,47.16981125,50
Cuba,CUB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,84.90566254,81.60377502,81.13207245,71.69811249,79.71697998
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.221038386,0.23491025,0.23761414,0.239949867,0.239937708
Cuba,CUB,Regulatory Quality: Estimate,RQ.EST,-1.479342222,-1.505015373,-1.530463457,-1.454427838,-1.381859422
Cuba,CUB,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7,6,5,5
Cuba,CUB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,6.190476418,5.714285851,5.238095284,6.190476418,7.075471878
Cuba,CUB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,2.857142925,2.857142925,2.857142925,2.857142925,3.773584843
Cuba,CUB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,10.95238113,9.523809433,10.47619057,12.85714245,16.50943375
Cuba,CUB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.218948662,0.215853408,0.237654984,0.245865405,0.251928896
Cuba,CUB,Rule of Law: Estimate,RL.EST,-0.464358032,-0.341410756,-0.287810236,-0.418762296,-0.45963496
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,0.607826233,0.599219382,0.349622399,0.369634807,0.421609163
Cyprus,CYP,Control of Corruption: Number of Sources,CC.NO.SRC,9,9,9,10,10
Cyprus,CYP,Control of Corruption: Percentile Rank,CC.PER.RNK,72.38095093,70.95237732,63.33333206,63.33333206,66.03773499
Cyprus,CYP,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,64.76190186,62.38095093,58.57143021,58.09523773,59.90565872
Cyprus,CYP,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,80,79.52381134,72.38095093,71.90476227,75
Cyprus,CYP,Control of Corruption: Standard Error,CC.STD.ERR,0.156323329,0.172193557,0.167104587,0.162209302,0.162981451
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,0.883697271,0.955951393,0.839920282,0.699314296,0.730678856
Cyprus,CYP,Government Effectiveness: Number of Sources,GE.NO.SRC,7,7,7,7,7
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.66666412,78.57142639,76.66666412,73.80952454,75.47169495
Cyprus,CYP,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,71.42857361,71.42857361,68.57142639,64.2857132,62.73584747
Cyprus,CYP,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.66666412,87.14286041,85.7142868,81.42857361,82.07546997
Cyprus,CYP,Government Effectiveness: Standard Error,GE.STD.ERR,0.221195087,0.228583187,0.231866837,0.227233395,0.238205507
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.484394073,0.544513285,0.288732588,0.422054201,0.41863507
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,7,6,7,7
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,63.20754623,64.15093994,56.60377502,58.96226501,58.96226501
Cyprus,CYP,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,52.83018875,54.24528122,44.3396225,48.11320877,48.58490753
Cyprus,CYP,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,75,78.30188751,68.39622498,73.11320496,73.58490753
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.212974012,0.228971392,0.23123017,0.229793489,0.226615027
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,0.862575233,0.999724805,0.993247628,0.845392525,0.773753822
Cyprus,CYP,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7,6,7,7
Cyprus,CYP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.09523773,80,80.95237732,76.66666412,75.47169495
Cyprus,CYP,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,68.09523773,72.38095093,71.90476227,67.14286041,63.679245
Cyprus,CYP,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,86.66666412,90.47618866,90.95237732,85.23809814,83.96226501
Cyprus,CYP,Regulatory Quality: Standard Error,RQ.STD.ERR,0.243935689,0.243687198,0.260185421,0.231103107,0.234129176
Cyprus,CYP,Rule of Law: Estimate,RL.EST,0.721238017,0.727045774,0.547705591,0.60605073,0.570798516
Czechia,CZE,Control of Corruption: Estimate,CC.EST,0.510070622,0.533790946,0.555802822,0.615592837,0.663116157
Czechia,CZE,Control of Corruption: Number of Sources,CC.NO.SRC,13,13,12,12,12
Czechia,CZE,Control of Corruption: Percentile Rank,CC.PER.RNK,68.57142639,69.04762268,69.04762268,71.90476227,74.52830505
Czechia,CZE,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,62.8571434,62.38095093,61.90476227,63.80952454,66.03773499
Czechia,CZE,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,75.7142868,76.66666412,78.57142639,80,79.71697998
Czechia,CZE,Control of Corruption: Standard Error,CC.STD.ERR,0.123989016,0.132180512,0.137092009,0.146737322,0.144503534
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,0.951217532,0.919761837,0.9111709,1.070697069,1.093907475
Czechia,CZE,Government Effectiveness: Number of Sources,GE.NO.SRC,9,9,8,8,8
Czechia,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.57142639,78.09523773,78.57142639,81.42857361,81.13207245
Czechia,CZE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,73.33333588,71.42857361,70.47618866,74.2857132,75
Czechia,CZE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.66666412,85.7142868,85.7142868,90.47618866,91.03773499
Czechia,CZE,Government Effectiveness: Standard Error,GE.STD.ERR,0.200347409,0.2073116,0.220126405,0.216197252,0.225299999
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.02620995,0.941883624,0.91225487,0.947398126,0.81544137
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,8,7,7,7
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.320755,80.18868256,77.83018494,81.60377502,75
Czechia,CZE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,67.92453003,66.03773499,64.15093994,63.679245,59.90565872
Czechia,CZE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,95.75471497,93.86792755,94.3396225,94.81131744,92.92453003
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.208318025,0.223971575,0.226481333,0.229793489,0.226615027
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,1.267307997,1.235328674,1.234668493,1.340872288,1.385898352
Czechia,CZE,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9,8,8,8
Czechia,CZE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.14286041,86.66666412,86.66666412,87.61904907,88.679245
Czechia,CZE,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,80.47618866,76.19047546,76.19047546,81.42857361,82.07546997
Czechia,CZE,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,91.90476227,92.38095093,92.85713959,95.23809814,96.69811249
Czechia,CZE,Regulatory Quality: Standard Error,RQ.STD.ERR,0.197632849,0.195965901,0.208771586,0.206776097,0.212983131
Czechia,CZE,Rule of Law: Estimate,RL.EST,1.019899011,1.017312288,1.019453645,1.090659142,1.100805759
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2.15647912,2.121617317,2.236468792,2.333752632,2.402744293
Denmark,DNK,Control of Corruption: Number of Sources,CC.NO.SRC,10,10,10,10,10
Denmark,DNK,Control of Corruption: Percentile Rank,CC.PER.RNK,99.52381134,99.52381134,100,100,100
Denmark,DNK,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,95.7142868,95.7142868,95.7142868,97.14286041,98.58490753
Denmark,DNK,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,100,100,100,100,100
Denmark,DNK,Control of Corruption: Standard Error,CC.STD.ERR,0.135948211,0.144624561,0.14979665,0.162209302,0.162981451
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.810584188,1.873381019,1.840414047,1.961796761,1.990609765
Denmark,DNK,Government Effectiveness: Number of Sources,GE.NO.SRC,8,8,7,7,7
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.66666412,98.57142639,97.61904907,98.57142639,98.58490753
Denmark,DNK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,90.95237732,91.90476227,90,94.2857132,95.75471497
Denmark,DNK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.52381134,99.52381134,99.52381134,100,100
Denmark,DNK,Government Effectiveness: Standard Error,GE.STD.ERR,0.209096208,0.216184705,0.231866837,0.227233395,0.238205507
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.931788921,0.967484951,0.920160234,0.928524494,0.865008831
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,8,7,7,7
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,79.71697998,81.13207245,78.30188751,80.18868256,77.35848999
Denmark,DNK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,65.09433746,66.50943756,64.15093994,63.679245,60.84905624
Denmark,DNK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,93.86792755,95.28302002,94.3396225,94.81131744,94.3396225
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.208318025,0.223971575,0.226481333,0.229793489,0.226615027
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.628394127,1.547632575,1.785724521,1.795592904,1.843127489
Denmark,DNK,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8,7,7,7
Denmark,DNK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,93.80952454,92.38095093,97.61904907,97.61904907,98.58490753
Denmark,DNK,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,86.66666412,83.80952454,90.95237732,90,91.50943756
Denmark,DNK,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,98.09523773,99.04762268,99.52381134,99.52381134,100
Denmark,DNK,Regulatory Quality: Standard Error,RQ.STD.ERR,0.22204648,0.220609844,0.233886927,0.231103107,0.234129176
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.773296595,1.833646059,1.808279395,1.89605689,1.900308132
Djibouti,DJI,Control of Corruption: Estimate,CC.EST,-0.742592454,-0.880212486,-0.752702355,-0.804719806,-0.793283403
Djibouti,DJI,Control of Corruption: Number of Sources,CC.NO.SRC,8,8,8,8,8
Djibouti,DJI,Control of Corruption: Percentile Rank,CC.PER.RNK,26.19047546,20.47619057,25.23809433,23.80952454,23.58490562
Djibouti,DJI,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,13.80952358,11.90476227,16.19047546,13.80952358,14.15094376
Djibouti,DJI,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,39.04761887,30.95238113,35.23809433,34.2857132,34.43396378
Djibouti,DJI,Control of Corruption: Standard Error,CC.STD.ERR,0.174145758,0.175258368,0.171491057,0.186555386,0.189308003
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.985928178,-0.817990303,-0.760830402,-0.831710994,-0.786164522
Djibouti,DJI,Government Effectiveness: Number of Sources,GE.NO.SRC,7,7,7,7,7
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.23809528,19.52380943,21.4285717,19.04761887,22.16981125
Djibouti,DJI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.095237732,10.95238113,11.90476227,10.95238113,12.26415062
Djibouti,DJI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,27.1428566,35.23809433,38.09523773,34.2857132,34.90565872
Djibouti,DJI,Government Effectiveness: Standard Error,GE.STD.ERR,0.195961803,0.206961483,0.222462952,0.227250606,0.225951657
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.133512378,-0.343412548,-0.448214263,-0.56633985,-0.508419454
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,41.50943375,33.01886749,30.18867874,25.94339561,26.88679314
Djibouti,DJI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,28.77358437,19.81132126,16.98113251,16.03773499,16.03773499
Djibouti,DJI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,55.18867874,50.47169876,46.22641373,41.50943375,41.98113251
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.234690294,0.250075668,0.247393817,0.24892123,0.248592064
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.74160254,-0.821162224,-0.857029617,-0.885837376,-0.899799407
Djibouti,DJI,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7,7,7,7
Djibouti,DJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,24.2857151,19.04761887,18.5714283,19.04761887,18.86792374
Djibouti,DJI,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,11.90476227,10,10.47619057,9.523809433,9.905660629
Djibouti,DJI,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,35.23809433,32.8571434,31.90476227,31.90476227,29.71698189
Djibouti,DJI,Regulatory Quality: Standard Error,RQ.STD.ERR,0.180834696,0.180569306,0.187964395,0.180836976,0.192874447
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.950232685,-0.946248353,-1.04289186,-1.02881515,-1.102044463
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.536078513,0.521641076,0.557267368,0.547496855,0.539313197
Dominica,DMA,Control of Corruption: Number of Sources,CC.NO.SRC,3,3,3,3,3
Dominica,DMA,Control of Corruption: Percentile Rank,CC.PER.RNK,69.52381134,67.61904907,69.52381134,68.57142639,69.3396225
Dominica,DMA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,59.52381134,59.04761887,59.52381134,59.04761887,58.96226501
Dominica,DMA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,80,80,80.47618866,80.47618866,80.18868256
Dominica,DMA,Control of Corruption: Standard Error,CC.STD.ERR,0.226347968,0.228423789,0.226407334,0.240289986,0.246608749
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,-0.269048989,-0.253151447,-0.126706585,-0.120851927,-0.097093813
Dominica,DMA,Government Effectiveness: Number of Sources,GE.NO.SRC,2,2,2,2,2
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.8571434,40,49.04761887,48.09523773,49.05660248
Dominica,DMA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,17.1428566,15.71428585,17.61904716,20,22.16981125
Dominica,DMA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,66.66666412,66.66666412,70.47618866,69.52381134,70.75471497
Dominica,DMA,Government Effectiveness: Standard Error,GE.STD.ERR,0.388508201,0.39404279,0.433770955,0.423158824,0.415553272
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.068851233,1.029823542,1.316998243,1.333959103,1.298232317
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.73584747,84.43395996,94.81131744,95.75471497,95.75471497
Dominica,DMA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,66.98113251,66.03773499,75.47169495,77.35848999,75.47169495
Dominica,DMA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,98.58490753,97.16981506,99.52830505,99.52830505,100
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.249047264,0.271763027,0.270491451,0.273985654,0.26718381
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.125301272,0.151736706,0.268519282,0.28997007,0.341509432
Dominica,DMA,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4,4,4,4
Dominica,DMA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,60.47618866,60.95238113,60.95238113,61.42856979,62.73584747
Dominica,DMA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,39.52381134,42.8571434,43.80952454,46.19047546,47.64151001
Dominica,DMA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,70.47618866,71.90476227,73.33333588,73.33333588,75.94339752
Dominica,DMA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.26420936,0.267299801,0.287440389,0.283617973,0.288091391
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.704500496,0.717998266,0.790470541,0.691172361,0.733293772
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.830727458,-0.838781178,-0.751166821,-0.590034485,-0.439608067
Dominican Republic,DOM,Control of Corruption: Number of Sources,CC.NO.SRC,12,13,12,11,10
Dominican Republic,DOM,Control of Corruption: Percentile Rank,CC.PER.RNK,22.38095284,23.33333397,25.7142849,30.95238113,37.26415253
Dominican Republic,DOM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,13.80952358,13.33333302,17.1428566,20.95238113,24.52830124
Dominican Republic,DOM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,29.52380943,30.47619057,33.33333206,45.23809433,49.52830124
Dominican Republic,DOM,Control of Corruption: Standard Error,CC.STD.ERR,0.132649019,0.140323684,0.148095995,0.167012557,0.166021466
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.388692081,-0.351272494,-0.281463861,-0.001953626,-0.067733064
Dominican Republic,DOM,Government Effectiveness: Number of Sources,GE.NO.SRC,9,9,8,7,7
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.57143021,38.09523773,41.90476227,51.90476227,50
Dominican Republic,DOM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,22.8571434,26.19047546,26.66666603,36.19047546,32.54716873
Dominican Republic,DOM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,50.95238113,52.38095093,56.66666794,67.14286041,62.73584747
Dominican Republic,DOM,Government Effectiveness: Standard Error,GE.STD.ERR,0.212409139,0.225115269,0.248580188,0.256682754,0.263160139
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.012199945,-0.003159933,0.164941698,0.287300646,0.328113049
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,7,6,6,6
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.64151001,47.16981125,52.35848999,55.6603775,55.18867874
Dominican Republic,DOM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,35.37735748,31.13207626,39.62264252,43.86792374,44.3396225
Dominican Republic,DOM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,58.01886749,58.49056625,64.15093994,67.45282745,70.75471497
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.212307975,0.22952044,0.232469827,0.234690771,0.233039767
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,-0.028536692,-0.018773297,0.023165073,0.077950858,0.069547787
Dominican Republic,DOM,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9,8,7,7
Dominican Republic,DOM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.90476227,52.8571434,54.2857132,56.19047546,54.24528122
Dominican Republic,DOM,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,38.57143021,39.52381134,39.52381134,42.8571434,40.56603622
Dominican Republic,DOM,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,62.8571434,63.33333206,63.80952454,67.14286041,66.03773499
Dominican Republic,DOM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.199100927,0.196737841,0.213804573,0.220166966,0.225545198
